Year,City,Sport,Discipline,Athlete,Country_Code,Country,Gender,Event,Medal,Country_Population,Country_GDP_per_Capita
1992,Barcelona,Aquatics,Swimming,"SZABO, Tunde",HUN,Hungary,Women,100M Backstroke,Silver,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"ROGERS, Philip John",AUS,Australia,Men,100M Breaststroke,Bronze,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"DIEBEL, Nelson",USA,United States,Men,100M Breaststroke,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Hungary,Men,100M Breaststroke,Silver,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Australia,Women,100M Breaststroke,Bronze,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,United States,Women,100M Breaststroke,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Suriname,Men,100M Butterfly,Bronze,542975,9485.319244
1992,Barcelona,Aquatics,Swimming,"MORALES, Pablo",USA,United States,Men,100M Butterfly,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"SZUKALA, Rafal",POL,Poland,Men,100M Butterfly,Silver,37999494,12554.54755
1992,Barcelona,Aquatics,Swimming,"PLEWINSKI, Catherine",FRA,France,Women,100M Butterfly,Bronze,66808385,36205.5681
1992,Barcelona,Aquatics,Swimming,"QIAN, Hong",CHN,China,Women,100M Butterfly,Gold,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,United States,Women,100M Butterfly,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"CARON, Stephan",FRA,France,Men,100M Freestyle,Bronze,66808385,36205.5681
1992,Barcelona,Aquatics,Swimming,"BORGES, Gustavo",BRA,Brazil,Men,100M Freestyle,Silver,207847528,8538.589975
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Germany,Women,100M Freestyle,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,China,Women,100M Freestyle,Gold,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,United States,Women,100M Freestyle,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HOFFMANN, Jörg",GER,Germany,Men,1500M Freestyle,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Australia,Men,1500M Freestyle,Gold,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"HOUSMAN, Glen Clifford",AUS,Australia,Men,1500M Freestyle,Silver,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Italy,Men,200M Backstroke,Bronze,60802085,29957.80432
1992,Barcelona,Aquatics,Swimming,"LOPEZ-ZUBERO, Martin",ESP,Spain,Men,200M Backstroke,Gold,46418269,25831.58231
1992,Barcelona,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Australia,Women,200M Backstroke,Bronze,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Hungary,Women,200M Backstroke,Gold,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Germany,Women,200M Backstroke,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,United Kingdom,Men,200M Breaststroke,Bronze,65138232,43875.96961
1992,Barcelona,Aquatics,Swimming,"BARROWMAN, Mike",USA,United States,Men,200M Breaststroke,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Hungary,Men,200M Breaststroke,Silver,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,United States,Women,200M Breaststroke,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"IWASAKI, Kyoko",JPN,Japan,Women,200M Breaststroke,Gold,126958472,32477.21514
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,China,Women,200M Breaststroke,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"ESPOSITO, Franck",FRA,France,Men,200M Butterfly,Bronze,66808385,36205.5681
1992,Barcelona,Aquatics,Swimming,"STEWART, Melvin",USA,United States,Men,200M Butterfly,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"LOADER, Danyon Joseph",NZL,New Zealand,Men,200M Butterfly,Silver,4595700,37807.96728
1992,Barcelona,Aquatics,Swimming,"O'NEILL, Susan",AUS,Australia,Women,200M Butterfly,Bronze,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,United States,Women,200M Butterfly,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"WANG, Xiaohong",CHN,China,Women,200M Butterfly,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"KASVIO, Antti Alexander",FIN,Finland,Men,200M Freestyle,Bronze,5482013,42311.03623
1992,Barcelona,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Sweden,Men,200M Freestyle,Silver,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"KIELGASS, Kerstin",GER,Germany,Women,200M Freestyle,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,United States,Women,200M Freestyle,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Germany,Women,200M Freestyle,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"CZENE, Attila",HUN,Hungary,Men,200M Individual Medley,Bronze,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"DARNYI, Tamas",HUN,Hungary,Men,200M Individual Medley,Gold,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"BURGESS, Gregory",USA,United States,Men,200M Individual Medley,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",GER,Germany,Women,200M Individual Medley,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,China,Women,200M Individual Medley,Gold,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,United States,Women,200M Individual Medley,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Sweden,Men,400M Freestyle,Bronze,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Australia,Men,400M Freestyle,Silver,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Australia,Women,400M Freestyle,Bronze,23781169,56310.96299
1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Germany,Women,400M Freestyle,Gold,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"EVANS, Janet",USA,United States,Women,400M Freestyle,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"SACCHI, Luca",ITA,Italy,Men,400M Individual Medley,Bronze,60802085,29957.80432
1992,Barcelona,Aquatics,Swimming,"DARNYI, Tamas",HUN,Hungary,Men,400M Individual Medley,Gold,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"NAMESNIK, Eric",USA,United States,Men,400M Individual Medley,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,United States,Women,400M Individual Medley,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Hungary,Women,400M Individual Medley,Gold,9844686,12363.54346
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,China,Women,400M Individual Medley,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"PINGER, Mark",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"RICHTER, Dirk",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"SZIGAT, Andreas",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"TRÖGER, Christian",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"ZESNER, Steffen",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"ZIKARSKY, Bengt",GER,Germany,Men,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"BIONDI, Matthew",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HUDEPOHL, Joseph",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"JAGER, Thomas Michael",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"JORDAN, Shaun",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"OLSEN, Jon",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"THOMAS, Joel",USA,United States,Men,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HADDING, Annette",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"KIELGASS, Kerstin",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"OSYGUS, Simone",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"STELLMACH, Manuela",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Germany,Women,4X100M Freestyle Relay,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"MARTINO, Angel",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"TAPPIN, Ashley T",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"TORRES, Dara",USA,United States,Women,4X100M Freestyle Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"LE, Jingyi",CHN,China,Women,4X100M Freestyle Relay,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"LU, Bin",CHN,China,Women,4X100M Freestyle Relay,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"YANG, Wenyi",CHN,China,Women,4X100M Freestyle Relay,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"ZHAO, Kun",CHN,China,Women,4X100M Freestyle Relay,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,China,Women,4X100M Freestyle Relay,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"CLARKE, Stephen",CAN,Canada,Men,4X100M Medley Relay,Bronze,35851774,43248.52991
1992,Barcelona,Aquatics,Swimming,"CLEVELAND, Jonathan Thomas",CAN,Canada,Men,4X100M Medley Relay,Bronze,35851774,43248.52991
1992,Barcelona,Aquatics,Swimming,"GERY, Marcel",CAN,Canada,Men,4X100M Medley Relay,Bronze,35851774,43248.52991
1992,Barcelona,Aquatics,Swimming,"PONTING, Thomas",CAN,Canada,Men,4X100M Medley Relay,Bronze,35851774,43248.52991
1992,Barcelona,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Canada,Men,4X100M Medley Relay,Bronze,35851774,43248.52991
1992,Barcelona,Aquatics,Swimming,"BERKOFF, David Charles",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"BIONDI, Matthew",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"DERSCH, Hans",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"DIEBEL, Nelson",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"MORALES, Pablo",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"OLSEN, Jon",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"STEWART, Melvin",USA,United States,Men,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"KLEINE, Megan A.",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"LOVELESS, Lea",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"WAGSTAFF, Elizabeth",USA,United States,Women,4X100M Medley Relay,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"BRENDEL, Daniela",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"DÖRRIS, Jana",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"OSYGUS, Simone",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"USTROWSKI, Bettina",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Germany,Women,4X100M Medley Relay,Silver,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"GJERTSEN, Douglas S.",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"HUDEPOHL, Joseph",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"JAFFE, Scott",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"JORGENSEN, Daniel Plong",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"OLSEN, Jon",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"STEWART, Melvin",USA,United States,Men,4X200M Freestyle Relay,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"FROLANDER, Lars",SWE,Sweden,Men,4X200M Freestyle Relay,Silver,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Sweden,Men,4X200M Freestyle Relay,Silver,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"WALLIN, Christer",SWE,Sweden,Men,4X200M Freestyle Relay,Silver,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"WERNER, Tommy",SWE,Sweden,Men,4X200M Freestyle Relay,Silver,9798871,50579.67365
1992,Barcelona,Aquatics,Swimming,"JAGER, Thomas Michael",USA,United States,Men,50M Freestyle,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"BIONDI, Matthew",USA,United States,Men,50M Freestyle,Silver,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"MARTINO, Angel",USA,United States,Women,50M Freestyle,Bronze,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"YANG, Wenyi",CHN,China,Women,50M Freestyle,Gold,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,China,Women,50M Freestyle,Silver,1371220000,8027.68381
1992,Barcelona,Aquatics,Swimming,"HENKE, Jana",GER,Germany,Women,800M Freestyle,Bronze,81413145,41313.31399
1992,Barcelona,Aquatics,Swimming,"EVANS, Janet",USA,United States,Women,800M Freestyle,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Australia,Women,800M Freestyle,Silver,23781169,56310.96299
1992,Barcelona,Aquatics,Synchronized S.,"OKUNO, Fumiko",JPN,Japan,Women,Duet,Bronze,126958472,32477.21514
1992,Barcelona,Aquatics,Synchronized S.,"TAKAYAMA, Aki",JPN,Japan,Women,Duet,Bronze,126958472,32477.21514
1992,Barcelona,Aquatics,Synchronized S.,"JOSEPHSON, Karen",USA,United States,Women,Duet,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Synchronized S.,"JOSEPHSON, Sarah",USA,United States,Women,Duet,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Synchronized S.,"VILAGOS, Penny",CAN,Canada,Women,Duet,Silver,35851774,43248.52991
1992,Barcelona,Aquatics,Synchronized S.,"VILAGOS, Vicky",CAN,Canada,Women,Duet,Silver,35851774,43248.52991
1992,Barcelona,Aquatics,Synchronized S.,"OKUNO, Fumiko",JPN,Japan,Women,Solo,Bronze,126958472,32477.21514
1992,Barcelona,Aquatics,Synchronized S.,"BABB-SPRAGUE, Kristen",USA,United States,Women,Solo,Gold,321418820,56115.71843
1992,Barcelona,Aquatics,Synchronized S.,"FRECHETTE, Sylvie",CAN,Canada,Women,Solo,Gold,35851774,43248.52991
1992,Barcelona,Aquatics,Water polo,"ATTOLICO, Francesco",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"AVERAIMO, Gianni",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"BOVO, Alessandro",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"CALDARELLA, Paolo",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"CAMPAGNA, Alessandro",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"D'ALTRUI, Marco",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"FERRETTI, Massimiliano",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"FIORILLO, Mario",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"GANDOLFI, Ferdinando",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"POMILIO, Amedeo",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"PORZIO, Francesco",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"PORZIO, Giuseppe",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"SILIPO, Carlo",ITA,Italy,Men,Water Polo,Gold,60802085,29957.80432
1992,Barcelona,Aquatics,Water polo,"BALLART, Daniel",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"ESTIARTE, Manuel",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"GARCIA AGUADO, Pedro",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"GOMEZ, Salvador",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"GONZALEZ JUNQUERA, Marco Antonio",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"MICHAVILA JOVER, Ruben",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"OCA, Miguel Angel",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"PEDREROL, Sergi",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"PICO LLADO, Jose",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"ROLLAN, Jesus",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"SANCHEZ ALARCON, Ricardo",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"SANS, Jordi",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Aquatics,Water polo,"SILVESTRE SANCHEZ, Manuel",ESP,Spain,Men,Water Polo,Silver,46418269,25831.58231
1992,Barcelona,Archery,Archery,"TERRY, Simon",GBR,United Kingdom,Men,Individual (Fita Olympic Round - 70M),Bronze,65138232,43875.96961
1992,Barcelona,Archery,Archery,"FLUTE, Sebastien",FRA,France,Men,Individual (Fita Olympic Round - 70M),Gold,66808385,36205.5681
1992,Barcelona,Archery,Archery,"CHUNG, Jae-Hun",KOR,"Korea, South",Men,Individual (Fita Olympic Round - 70M),Silver,50617045,27221.52405
1992,Barcelona,Archery,Archery,"CHO, Youn-Jeong",KOR,"Korea, South",Women,Individual (Fita Olympic Round - 70M),Gold,50617045,27221.52405
1992,Barcelona,Archery,Archery,"KIM, Soo-Nyung",KOR,"Korea, South",Women,Individual (Fita Olympic Round - 70M),Silver,50617045,27221.52405
1992,Barcelona,Archery,Archery,"HALLARD, Steven",GBR,United Kingdom,Men,Team (Fita Olympic Round - 70M),Bronze,65138232,43875.96961
1992,Barcelona,Archery,Archery,"PRIESTMAN, Richard John",GBR,United Kingdom,Men,Team (Fita Olympic Round - 70M),Bronze,65138232,43875.96961
1992,Barcelona,Archery,Archery,"TERRY, Simon",GBR,United Kingdom,Men,Team (Fita Olympic Round - 70M),Bronze,65138232,43875.96961
1992,Barcelona,Archery,Archery,"HOLGADO ROMERO, Juan Carlos",ESP,Spain,Men,Team (Fita Olympic Round - 70M),Gold,46418269,25831.58231
1992,Barcelona,Archery,Archery,"MENENDEZ VALLIN, Alfonso",ESP,Spain,Men,Team (Fita Olympic Round - 70M),Gold,46418269,25831.58231
1992,Barcelona,Archery,Archery,"VAZQUEZ, Antonio",ESP,Spain,Men,Team (Fita Olympic Round - 70M),Gold,46418269,25831.58231
1992,Barcelona,Archery,Archery,"FALCK, Ismo Kalevi",FIN,Finland,Men,Team (Fita Olympic Round - 70M),Silver,5482013,42311.03623
1992,Barcelona,Archery,Archery,"LIPPONEN, Jari",FIN,Finland,Men,Team (Fita Olympic Round - 70M),Silver,5482013,42311.03623
1992,Barcelona,Archery,Archery,"POIKOLAINEN, Tomi",FIN,Finland,Men,Team (Fita Olympic Round - 70M),Silver,5482013,42311.03623
1992,Barcelona,Archery,Archery,"CHO, Youn-Jeong",KOR,"Korea, South",Women,Team (Fita Olympic Round - 70M),Gold,50617045,27221.52405
1992,Barcelona,Archery,Archery,"KIM, Soo-Nyung",KOR,"Korea, South",Women,Team (Fita Olympic Round - 70M),Gold,50617045,27221.52405
1992,Barcelona,Archery,Archery,"LEE, Eun Kyung",KOR,"Korea, South",Women,Team (Fita Olympic Round - 70M),Gold,50617045,27221.52405
1992,Barcelona,Archery,Archery,"MA, Xiangjun",CHN,China,Women,Team (Fita Olympic Round - 70M),Silver,1371220000,8027.68381
1992,Barcelona,Archery,Archery,"WANG, Hong",CHN,China,Women,Team (Fita Olympic Round - 70M),Silver,1371220000,8027.68381
1992,Barcelona,Archery,Archery,"WANG, Xiaozhu",CHN,China,Women,Team (Fita Olympic Round - 70M),Silver,1371220000,8027.68381
1992,Barcelona,Athletics,Athletics,"ABEBE, Addis",ETH,Ethiopia,Men,10000M,Bronze,99390750,619.1694065
1992,Barcelona,Athletics,Athletics,"SKAH, Khalid",MAR,Morocco,Men,10000M,Gold,34377511,2878.201342
1992,Barcelona,Athletics,Athletics,"CHELIMO, Richard",KEN,Kenya,Men,10000M,Silver,46050302,1376.712829
1992,Barcelona,Athletics,Athletics,"JENNINGS, Lynn A.",USA,United States,Women,10000M,Bronze,321418820,56115.71843
1992,Barcelona,Athletics,Athletics,"TULU, Derartu",ETH,Ethiopia,Women,10000M,Gold,99390750,619.1694065
1992,Barcelona,Athletics,Athletics,"MEYER, Elana",RSA,South Africa,Women,10000M,Silver,54956920,5723.973357
1992,Barcelona,Athletics,Athletics,"LI, Chunxiu",CHN,China,Women,10000M Walk,Bronze,1371220000,8027.68381
1992,Barcelona,Athletics,Athletics,"CHEN, Yueling",CHN,China,Women,10000M Walk,Gold,1371220000,8027.68381
1992,Barcelona,Athletics,Athletics,"MITCHELL, Dennis",USA,United States,Men,100M,Bronze,321418820,56115.71843
1992,Barcelona,Athletics,Athletics,"CHRISTIE, Linford",GBR,United Kingdom,Men,100M,Gold,65138232,43875.96961
1992,Barcelona,Athletics,Athletics,"FREDERICKS, Frank",NAM,Namibia,Men,100M,Silver,2458830,4673.567248
1992,Barcelona,Athletics,Athletics,"DEVERS, Gail",USA,United States,Women,100M,Gold,321418820,56115.71843
1992,Barcelona,Athletics,Athletics,"CUTHBERT, Juliet",JAM,Jamaica,Women,100M,Silver,2725941,5232.024583
1992,Barcelona,Athletics,Athletics,"DONKOVA, Yordanka",BUL,Bulgaria,Women,100M Hurdles,Bronze,7177991,6993.47736
1992,Barcelona,Athletics,Athletics,"PATOULIDOU, Paraskevi Voula",GRE,Greece,Women,100M Hurdles,Gold,10823732,18002.23058
1992,Barcelona,Athletics,Athletics,"MARTIN, La Vona Ann",USA,United States,Women,100M Hurdles,Silver,321418820,56115.71843
1992,Barcelona,Athletics,Athletics,"PIERCE, Jack",USA,United States,Men,110M Hurdles,Bronze,321418820,56115.71843
1992,Barcelona,Athletics,Athletics,"MCKOY, Mark",CAN,Canada,Men,110M Hurdles,Gold,35851774,43248.52991
